Date,Instrument,Expiry,Option Type,Strike Price,Open,High,Low,Close,Settlement Price,Open Interest,No. of Contracts,Value (Rs. lakhs)
16-Jul-12,FUTCUR,27-Jul-12,-,-,55,55.3875,54.8825,55.3325,55.3325,"1,433,345","2,888,354","1,591,794"
17-Jul-12,FUTCUR,27-Jul-12,-,-,55.0125,55.2775,54.885,55.1725,55.1725,"1,372,862","2,837,194","1,562,992"
18-Jul-12,FUTCUR,27-Jul-12,-,-,55.1,55.5725,55.055,55.5225,55.5225,"1,405,354","2,270,574","1,257,345"
19-Jul-12,FUTCUR,27-Jul-12,-,-,55.34,55.505,55.1625,55.2025,55.2025,"1,402,336","1,929,067","1,067,568"
20-Jul-12,FUTCUR,27-Jul-12,-,-,55.28,55.4075,55.1325,55.3375,55.3375,"1,386,551","1,818,636","1,004,790"
23-Jul-12,FUTCUR,27-Jul-12,-,-,55.63,56.07,55.63,56.015,56.015,"1,356,062","2,427,470","1,357,092"
24-Jul-12,FUTCUR,27-Jul-12,-,-,56.11,56.2825,55.955,56.2325,56.2325,"1,161,454","2,321,294","1,302,610"
25-Jul-12,FUTCUR,27-Jul-12,-,-,56.34,56.515,56.1275,56.165,56.165,"1,002,574","2,491,329","1,403,303"
26-Jul-12,FUTCUR,27-Jul-12,-,-,56.065,56.11,55.5,55.5625,55.5625,"755,621","2,777,183","1,552,073"
27-Jul-12,FUTCUR,27-Jul-12,-,-,55.4525,55.58,55.3575,55.3925,55.413,"554,009","1,108,198","614,622"
30-Jul-12,FUTCUR,29-Aug-12,-,-,55.5175,55.79,55.45,55.7275,55.7275,"1,410,971","1,729,856","962,925"
31-Jul-12,FUTCUR,29-Aug-12,-,-,55.605,56.03,55.575,55.8375,55.8375,"1,534,446","2,495,861","1,393,621"
01-Aug-12,FUTCUR,29-Aug-12,-,-,55.965,56.015,55.7,55.79,55.79,"1,444,355","1,666,070","929,484"
02-Aug-12,FUTCUR,29-Aug-12,-,-,55.95,56.1675,55.8625,56.135,56.135,"1,498,721","1,491,181","835,261"
03-Aug-12,FUTCUR,29-Aug-12,-,-,56.4025,56.4725,55.985,56.0825,56.0825,"1,466,622","1,758,797","989,577"
06-Aug-12,FUTCUR,29-Aug-12,-,-,55.6925,55.85,55.5075,55.7175,55.7175,"1,423,277","1,826,647","1,016,994"
07-Aug-12,FUTCUR,29-Aug-12,-,-,55.54,55.685,55.2525,55.275,55.275,"1,469,469","2,169,647","1,203,199"
08-Aug-12,FUTCUR,29-Aug-12,-,-,55.2,55.5475,55.13,55.4775,55.4775,"1,499,001","2,460,462","1,361,020"
09-Aug-12,FUTCUR,29-Aug-12,-,-,55.335,55.5,55.1775,55.4625,55.4625,"1,435,692","2,126,998","1,177,079"
10-Aug-12,FUTCUR,29-Aug-12,-,-,55.4125,55.64,55.4075,55.5,55.5,"1,375,560","1,741,924","967,364"
13-Aug-12,FUTCUR,29-Aug-12,-,-,55.4,55.61,55.3025,55.455,55.455,"1,341,092","1,782,408","989,158"
14-Aug-12,FUTCUR,29-Aug-12,-,-,55.6025,55.89,55.575,55.84,55.84,"1,532,383","2,027,812","1,131,051"
16-Aug-12,FUTCUR,29-Aug-12,-,-,56.0525,56.135,55.85,55.9125,55.9125,"1,507,875","1,883,132","1,054,907"
17-Aug-12,FUTCUR,29-Aug-12,-,-,55.77,55.8525,55.6975,55.8025,55.8025,"1,474,678","1,750,542","976,294"
21-Aug-12,FUTCUR,29-Aug-12,-,-,55.63,55.6775,55.4825,55.5625,55.5625,"1,509,571","1,497,028","831,882"
22-Aug-12,FUTCUR,29-Aug-12,-,-,55.48,55.605,55.37,55.5275,55.5275,"1,478,483","1,758,499","975,896"
23-Aug-12,FUTCUR,29-Aug-12,-,-,55.325,55.325,55.115,55.25,55.25,"1,414,913","1,705,769","941,585"
24-Aug-12,FUTCUR,29-Aug-12,-,-,55.32,55.525,55.32,55.4825,55.4825,"1,348,714","1,672,422","926,837"
27-Aug-12,FUTCUR,29-Aug-12,-,-,55.465,55.705,55.45,55.685,55.685,"1,208,776","1,411,664","785,185"
28-Aug-12,FUTCUR,29-Aug-12,-,-,55.765,55.8675,55.61,55.6825,55.6825,"812,092","1,900,025","1,059,168"
29-Aug-12,FUTCUR,29-Aug-12,-,-,55.7,55.7525,55.59,55.6675,55.6653,"691,741","1,065,488","592,893"
30-Aug-12,FUTCUR,26-Sep-12,-,-,56.1225,56.1225,55.82,55.875,55.875,"1,489,253","1,065,499","595,438"
31-Aug-12,FUTCUR,26-Sep-12,-,-,55.93,56.0175,55.76,55.79,55.79,"1,458,218","1,353,727","756,659"
03-Sep-12,FUTCUR,26-Sep-12,-,-,56.56,56.56,55.5575,55.72,55.72,"1,484,402","1,135,970","632,135"
04-Sep-12,FUTCUR,26-Sep-12,-,-,55.555,55.86,55.5225,55.8225,55.8225,"1,527,414","1,500,270","835,812"
05-Sep-12,FUTCUR,26-Sep-12,-,-,55.86,56.16,55.86,56.1125,56.1125,"1,584,337","1,606,532","900,666"
06-Sep-12,FUTCUR,26-Sep-12,-,-,56.02,56.1825,55.85,55.8775,55.8775,"1,553,071","1,909,550","1,069,871"
07-Sep-12,FUTCUR,26-Sep-12,-,-,55.7125,55.77,55.495,55.53,55.53,"1,488,956","2,023,850","1,125,610"
10-Sep-12,FUTCUR,26-Sep-12,-,-,55.36,55.5725,55.3,55.545,55.545,"1,471,177","1,469,867","815,509"
11-Sep-12,FUTCUR,26-Sep-12,-,-,55.5525,55.655,55.43,55.465,55.465,"1,494,806","1,373,212","762,443"
12-Sep-12,FUTCUR,26-Sep-12,-,-,55.3125,55.45,55.205,55.3025,55.3025,"1,461,029","1,992,923","1,102,429"
13-Sep-12,FUTCUR,26-Sep-12,-,-,55.325,55.57,55.315,55.435,55.435,"1,440,801","1,398,161","775,730"
14-Sep-12,FUTCUR,26-Sep-12,-,-,56,56,54.27,54.32,54.32,"1,492,691","3,730,388","2,036,854"
17-Sep-12,FUTCUR,26-Sep-12,-,-,53.875,54.135,53.625,53.9125,53.9125,"1,392,275","3,112,405","1,677,115"
18-Sep-12,FUTCUR,26-Sep-12,-,-,54.055,54.3375,53.9275,54.0825,54.0825,"1,339,812","2,681,870","1,451,706"
20-Sep-12,FUTCUR,26-Sep-12,-,-,54.29,54.44,54.235,54.34,54.34,"1,267,366","2,153,872","1,170,422"
21-Sep-12,FUTCUR,26-Sep-12,-,-,54.195,54.195,53.315,53.4475,53.4475,"1,291,333","3,917,082","2,101,046"
24-Sep-12,FUTCUR,26-Sep-12,-,-,53.4875,53.5375,53.0375,53.4775,53.4775,"1,058,672","3,015,127","1,607,629"
25-Sep-12,FUTCUR,26-Sep-12,-,-,53.4,53.5975,53.285,53.4,53.4,"767,730","2,734,644","1,461,689"
26-Sep-12,FUTCUR,26-Sep-12,-,-,53.53,53.61,53.47,53.5625,53.5785,"578,480","1,164,742","623,724"
27-Sep-12,FUTCUR,29-Oct-12,-,-,53.6975,53.73,53.2375,53.3425,53.3425,"1,402,545","2,219,744","1,186,691"
28-Sep-12,FUTCUR,29-Oct-12,-,-,52.95,53.1125,52.7225,53.0475,53.0475,"1,396,233","3,137,676","1,659,508"
01-Oct-12,FUTCUR,29-Oct-12,-,-,53.295,53.295,52.715,52.79,52.79,"1,400,766","2,515,295","1,331,212"
03-Oct-12,FUTCUR,29-Oct-12,-,-,52.68,52.765,52.375,52.4575,52.4575,"1,370,248","3,098,971","1,628,509"
04-Oct-12,FUTCUR,29-Oct-12,-,-,52.3275,52.34,51.8725,51.985,51.985,"1,471,723","3,635,976","1,893,803"
05-Oct-12,FUTCUR,29-Oct-12,-,-,51.77,52.175,51.575,52.115,52.115,"1,465,760","3,954,963","2,053,276"
08-Oct-12,FUTCUR,29-Oct-12,-,-,52.1425,52.7825,52.1425,52.7225,52.7225,"1,595,614","3,115,503","1,635,329"
09-Oct-12,FUTCUR,29-Oct-12,-,-,52.54,52.905,52.375,52.825,52.825,"1,588,046","3,158,814","1,663,217"
10-Oct-12,FUTCUR,29-Oct-12,-,-,52.9825,53.28,52.9625,53.2175,53.2175,"1,673,957","3,410,864","1,812,202"
11-Oct-12,FUTCUR,29-Oct-12,-,-,53.2,53.25,52.72,52.7525,52.7525,"1,645,736","2,916,360","1,544,771"
12-Oct-12,FUTCUR,29-Oct-12,-,-,52.705,52.97,52.6225,52.89,52.89,"1,517,980","3,010,321","1,589,776"
15-Oct-12,FUTCUR,29-Oct-12,-,-,53.08,53.2225,52.975,53.035,53.035,"1,502,472","2,848,022","1,512,563"
16-Oct-12,FUTCUR,29-Oct-12,-,-,53.03,53.115,52.84,53.005,53.005,"1,632,281","2,411,565","1,277,103"
17-Oct-12,FUTCUR,29-Oct-12,-,-,52.86,53.0675,52.725,52.96,52.96,"1,583,987","2,146,257","1,135,592"
18-Oct-12,FUTCUR,29-Oct-12,-,-,52.96,53.445,52.955,53.3475,53.3475,"1,572,279","3,100,872","1,648,079"
19-Oct-12,FUTCUR,29-Oct-12,-,-,53.7125,54.1025,53.635,53.99,53.99,"1,294,720","3,795,073","2,044,797"
22-Oct-12,FUTCUR,29-Oct-12,-,-,54,54,53.4725,53.53,53.53,"1,101,436","3,058,166","1,641,133"
23-Oct-12,FUTCUR,29-Oct-12,-,-,53.5,53.895,53.375,53.81,53.81,"1,229,531","2,787,022","1,495,704"
25-Oct-12,FUTCUR,29-Oct-12,-,-,53.8975,53.8975,53.52,53.6775,53.6775,"907,256","2,842,403","1,525,640"
29-Oct-12,FUTCUR,29-Oct-12,-,-,53.8975,53.935,53.7525,53.8,53.8065,"660,951","1,128,746","607,579"
30-Oct-12,FUTCUR,27-Nov-12,-,-,54.385,54.5,54.1475,54.2925,54.2925,"1,458,874","2,769,418","1,504,946"
31-Oct-12,FUTCUR,27-Nov-12,-,-,54.3425,54.4725,54.05,54.0775,54.0775,"1,425,685","2,273,613","1,233,396"
01-Nov-12,FUTCUR,27-Nov-12,-,-,54.07,54.1475,53.9025,53.98,53.98,"1,411,124","1,908,897","1,031,193"
02-Nov-12,FUTCUR,27-Nov-12,-,-,53.9475,54.14,53.725,54.09,54.09,"1,455,686","1,812,100","977,946"
05-Nov-12,FUTCUR,27-Nov-12,-,-,54.2225,54.945,54.2125,54.8875,54.8875,"1,580,954","3,327,690","1,816,429"
06-Nov-12,FUTCUR,27-Nov-12,-,-,54.8425,55.0225,54.625,54.7175,54.7175,"1,564,340","2,560,775","1,403,190"
07-Nov-12,FUTCUR,27-Nov-12,-,-,54.5475,54.6425,54.1725,54.3675,54.3675,"1,496,938","3,148,755","1,712,009"
08-Nov-12,FUTCUR,27-Nov-12,-,-,54.5625,54.8,54.4475,54.5975,54.5975,"1,426,494","2,367,265","1,293,008"
09-Nov-12,FUTCUR,27-Nov-12,-,-,54.465,54.875,54.375,54.8375,54.8375,"1,426,247","2,327,058","1,271,112"
12-Nov-12,FUTCUR,27-Nov-12,-,-,54.74,55.3,54.69,55.105,55.105,"1,416,076","2,831,307","1,558,619"
13-Nov-12,FUTCUR,27-Nov-12,-,-,55.1525,55.2625,55.1525,55.225,55.225,"1,445,218","164,703","90,930"
15-Nov-12,FUTCUR,27-Nov-12,-,-,55.145,55.1925,54.89,54.915,54.915,"1,397,980","1,846,820","1,016,182"
16-Nov-12,FUTCUR,27-Nov-12,-,-,54.98,55.375,54.9425,55.32,55.32,"1,445,834","2,328,493","1,284,324"
19-Nov-12,FUTCUR,27-Nov-12,-,-,55.21,55.2425,54.98,55.1125,55.1125,"1,283,016","2,374,114","1,307,821"
20-Nov-12,FUTCUR,27-Nov-12,-,-,54.8475,55.1725,54.82,55.14,55.14,"1,402,525","2,223,510","1,223,141"
21-Nov-12,FUTCUR,27-Nov-12,-,-,55.2,55.4,55.1075,55.1725,55.1725,"1,372,700","2,614,005","1,444,300"
22-Nov-12,FUTCUR,27-Nov-12,-,-,55.12,55.305,55.03,55.2625,55.2625,"1,412,204","2,036,382","1,124,288"
23-Nov-12,FUTCUR,27-Nov-12,-,-,55.205,55.63,55.1775,55.595,55.595,"1,373,638","2,620,627","1,453,185"
26-Nov-12,FUTCUR,27-Nov-12,-,-,55.4775,55.86,55.4075,55.72,55.72,"884,347","3,066,395","1,707,813"
27-Nov-12,FUTCUR,27-Nov-12,-,-,55.555,55.7775,55.5375,55.745,55.7045,"738,468","1,471,392","819,301"
29-Nov-12,FUTCUR,27-Dec-12,-,-,55.82,55.8525,55.025,55.1025,55.1025,"1,788,210","3,445,139","1,907,453"
30-Nov-12,FUTCUR,27-Dec-12,-,-,54.78,54.95,54.5625,54.61,54.61,"1,846,950","2,930,193","1,603,889"
03-Dec-12,FUTCUR,27-Dec-12,-,-,54.57,54.9475,54.4825,54.905,54.905,"1,888,602","3,404,134","1,863,933"
04-Dec-12,FUTCUR,27-Dec-12,-,-,54.91,55.15,54.8025,54.8925,54.8925,"1,925,402","2,797,007","1,538,133"
05-Dec-12,FUTCUR,27-Dec-12,-,-,54.7825,54.8325,54.64,54.7775,54.7775,"1,874,117","2,369,337","1,297,018"
06-Dec-12,FUTCUR,27-Dec-12,-,-,54.64,54.7775,54.22,54.2925,54.2925,"2,071,869","3,458,991","1,885,827"
07-Dec-12,FUTCUR,27-Dec-12,-,-,54.4075,54.7625,54.27,54.7075,54.7075,"1,982,597","2,853,220","1,555,298"
10-Dec-12,FUTCUR,27-Dec-12,-,-,54.595,54.7475,54.4525,54.6925,54.6925,"1,925,907","2,252,408","1,229,513"
11-Dec-12,FUTCUR,27-Dec-12,-,-,54.57,54.63,54.415,54.4775,54.4775,"1,891,040","2,370,237","1,291,739"
12-Dec-12,FUTCUR,27-Dec-12,-,-,54.49,54.5225,54.315,54.46,54.46,"1,879,667","2,185,336","1,189,296"
13-Dec-12,FUTCUR,27-Dec-12,-,-,54.28,54.665,54.2375,54.625,54.625,"1,789,707","2,668,334","1,453,031"
14-Dec-12,FUTCUR,27-Dec-12,-,-,54.635,54.7325,54.37,54.61,54.61,"1,823,371","3,459,736","1,886,963"
17-Dec-12,FUTCUR,27-Dec-12,-,-,54.515,54.9875,54.5025,54.95,54.95,"1,666,810","2,442,531","1,338,352"
18-Dec-12,FUTCUR,27-Dec-12,-,-,54.84,55.14,54.76,55.0075,55.0075,"1,504,113","2,602,807","1,430,690"
19-Dec-12,FUTCUR,27-Dec-12,-,-,55,55.015,54.64,54.7175,54.7175,"1,484,981","2,195,181","1,202,796"
20-Dec-12,FUTCUR,27-Dec-12,-,-,54.82,55.02,54.75,54.915,54.915,"1,460,651","2,444,523","1,341,886"
21-Dec-12,FUTCUR,27-Dec-12,-,-,55.05,55.3425,55.025,55.17,55.17,"1,423,925","2,505,756","1,383,572"
24-Dec-12,FUTCUR,27-Dec-12,-,-,55.215,55.265,54.97,54.9925,54.9925,"1,262,471","1,651,223","909,709"
26-Dec-12,FUTCUR,27-Dec-12,-,-,55.1425,55.19,54.8425,54.8975,54.8975,"849,817","2,334,246","1,283,200"
27-Dec-12,FUTCUR,27-Dec-12,-,-,54.7975,54.8475,54.7525,54.8325,54.8465,"676,729","903,942","495,309"
28-Dec-12,FUTCUR,29-Jan-13,-,-,55.375,55.375,55.0225,55.11,55.11,"1,791,961","1,856,444","1,023,226"
31-Dec-12,FUTCUR,29-Jan-13,-,-,55.145,55.21,54.93,55.1575,55.1575,"1,746,007","1,648,310","907,323"
01-Jan-13,FUTCUR,29-Jan-13,-,-,55.035,55.1675,54.9175,55.025,55.025,"1,813,444","1,597,148","878,893"
02-Jan-13,FUTCUR,29-Jan-13,-,-,54.7375,54.765,54.4725,54.5675,54.5675,"1,872,791","2,914,123","1,591,256"
03-Jan-13,FUTCUR,29-Jan-13,-,-,54.535,54.7925,54.525,54.7275,54.7275,"1,834,461","2,219,237","1,213,338"
04-Jan-13,FUTCUR,29-Jan-13,-,-,54.915,55.3875,54.915,55.3325,55.3325,"1,791,293","2,757,176","1,521,180"
07-Jan-13,FUTCUR,29-Jan-13,-,-,55.2,55.5375,55.1175,55.4725,55.4725,"1,836,855","2,563,322","1,418,248"
08-Jan-13,FUTCUR,29-Jan-13,-,-,55.35,55.595,55.195,55.2275,55.2275,"1,779,812","2,754,718","1,526,106"
09-Jan-13,FUTCUR,29-Jan-13,-,-,55.1775,55.265,54.9375,55.015,55.015,"1,777,321","2,648,087","1,458,498"
10-Jan-13,FUTCUR,29-Jan-13,-,-,54.9725,54.975,54.7525,54.785,54.785,"1,821,594","2,492,152","1,367,014"
11-Jan-13,FUTCUR,29-Jan-13,-,-,54.5975,54.9775,54.5525,54.9425,54.9425,"1,805,820","2,414,355","1,322,624"
14-Jan-13,FUTCUR,29-Jan-13,-,-,54.92,54.9825,54.56,54.6075,54.6075,"1,789,700","2,374,635","1,299,560"
15-Jan-13,FUTCUR,29-Jan-13,-,-,54.5625,54.7975,54.4625,54.7,54.7,"1,690,506","2,681,250","1,464,992"
16-Jan-13,FUTCUR,29-Jan-13,-,-,54.7825,55.03,54.7825,54.85,54.85,"1,680,339","2,422,837","1,330,188"
17-Jan-13,FUTCUR,29-Jan-13,-,-,55,55,54.2675,54.3925,54.3925,"1,724,274","3,989,763","2,176,124"
18-Jan-13,FUTCUR,29-Jan-13,-,-,54.19,54.2275,53.8225,53.8575,53.8575,"1,641,520","3,768,243","2,034,277"
21-Jan-13,FUTCUR,29-Jan-13,-,-,53.805,54.02,53.71,53.9225,53.9225,"1,678,801","2,819,864","1,519,842"
22-Jan-13,FUTCUR,29-Jan-13,-,-,53.655,53.845,53.41,53.7575,53.7575,"1,763,538","3,908,085","2,096,015"
23-Jan-13,FUTCUR,29-Jan-13,-,-,53.65,53.8775,53.57,53.64,53.64,"1,776,671","2,617,959","1,406,389"
24-Jan-13,FUTCUR,29-Jan-13,-,-,53.6975,53.8925,53.5875,53.695,53.695,"1,696,283","3,078,869","1,655,059"
28-Jan-13,FUTCUR,29-Jan-13,-,-,53.8525,53.97,53.77,53.9425,53.9425,"1,066,182","3,149,161","1,696,900"
29-Jan-13,FUTCUR,29-Jan-13,-,-,53.96,53.985,53.6425,53.6975,53.7015,"707,978","1,697,185","913,341"
30-Jan-13,FUTCUR,26-Feb-13,-,-,53.795,53.835,53.4925,53.53,53.53,"1,795,977","2,578,231","1,383,434"
31-Jan-13,FUTCUR,26-Feb-13,-,-,53.5,53.5875,53.2525,53.3975,53.3975,"1,744,935","2,821,291","1,507,163"
01-Feb-13,FUTCUR,26-Feb-13,-,-,53.45,53.6125,53.3825,53.44,53.44,"1,674,570","2,559,653","1,369,056"
04-Feb-13,FUTCUR,26-Feb-13,-,-,53.34,53.48,53.0825,53.445,53.445,"1,702,029","2,820,277","1,501,798"
05-Feb-13,FUTCUR,26-Feb-13,-,-,53.57,53.6475,53.31,53.3375,53.3375,"1,511,487","2,893,930","1,547,338"
06-Feb-13,FUTCUR,26-Feb-13,-,-,53.22,53.44,53.1075,53.39,53.39,"1,513,504","2,360,602","1,257,762"
07-Feb-13,FUTCUR,26-Feb-13,-,-,53.225,53.5075,53.225,53.425,53.425,"1,611,876","2,788,898","1,489,126"
08-Feb-13,FUTCUR,26-Feb-13,-,-,53.625,53.8475,53.6025,53.7575,53.7575,"1,498,706","2,576,434","1,384,718"
11-Feb-13,FUTCUR,26-Feb-13,-,-,53.85,53.985,53.775,53.955,53.955,"1,551,282","1,899,373","1,023,121"
12-Feb-13,FUTCUR,26-Feb-13,-,-,54.1,54.2475,53.98,54.04,54.04,"1,526,803","3,150,951","1,705,153"
13-Feb-13,FUTCUR,26-Feb-13,-,-,53.955,54.0375,53.8825,53.94,53.94,"1,582,065","2,165,651","1,168,523"
14-Feb-13,FUTCUR,26-Feb-13,-,-,53.9,54.06,53.8525,54.015,54.015,"1,483,834","2,536,785","1,368,877"
15-Feb-13,FUTCUR,26-Feb-13,-,-,54.04,54.3425,53.9475,54.3125,54.3125,"1,578,278","1,899,637","1,028,357"
18-Feb-13,FUTCUR,26-Feb-13,-,-,54.46,54.49,54.3,54.3325,54.3325,"1,483,987","2,339,175","1,271,978"
20-Feb-13,FUTCUR,26-Feb-13,-,-,54.2475,54.2625,54.105,54.175,54.175,"1,450,122","2,073,326","1,123,105"
21-Feb-13,FUTCUR,26-Feb-13,-,-,54.4025,54.6925,54.365,54.5775,54.5775,"1,517,108","3,048,664","1,663,031"
22-Feb-13,FUTCUR,26-Feb-13,-,-,54.6,54.61,54.2525,54.29,54.29,"1,369,812","3,060,399","1,664,752"
25-Feb-13,FUTCUR,26-Feb-13,-,-,54.275,54.2825,53.865,53.895,53.895,"787,030","3,298,737","1,782,082"
26-Feb-13,FUTCUR,26-Feb-13,-,-,54.025,54.1075,53.99,54.065,54.0645,"509,999","1,268,197","685,535"
27-Feb-13,FUTCUR,27-Mar-13,-,-,54.36,54.36,53.9025,54.165,54.165,"1,781,995","3,312,674","1,792,459"
28-Feb-13,FUTCUR,27-Mar-13,-,-,54.005,54.81,53.8425,54.7275,54.7275,"1,736,225","4,800,053","2,607,668"
01-Mar-13,FUTCUR,27-Mar-13,-,-,54.945,55.2675,54.7275,55.2425,55.2425,"1,896,672","3,616,709","1,988,486"
04-Mar-13,FUTCUR,27-Mar-13,-,-,55.4,55.445,55.1225,55.16,55.16,"1,832,505","2,979,589","1,647,463"
05-Mar-13,FUTCUR,27-Mar-13,-,-,55.155,55.1825,54.895,55.1575,55.1575,"1,832,483","2,516,800","1,384,924"
06-Mar-13,FUTCUR,27-Mar-13,-,-,55.0225,55.155,54.9,54.9975,54.9975,"1,754,545","2,501,399","1,376,419"
07-Mar-13,FUTCUR,27-Mar-13,-,-,55.06,55.145,54.745,54.795,54.795,"1,705,047","2,496,581","1,369,997"
08-Mar-13,FUTCUR,27-Mar-13,-,-,54.75,54.7875,54.51,54.5375,54.5375,"1,709,979","2,019,517","1,103,184"
11-Mar-13,FUTCUR,27-Mar-13,-,-,54.64,54.72,54.3525,54.62,54.62,"1,696,780","2,887,712","1,575,559"
12-Mar-13,FUTCUR,27-Mar-13,-,-,54.52,54.5925,54.36,54.415,54.415,"1,565,542","2,729,983","1,487,411"
13-Mar-13,FUTCUR,27-Mar-13,-,-,54.39,54.5375,54.2525,54.505,54.505,"1,545,642","2,433,944","1,323,921"
14-Mar-13,FUTCUR,27-Mar-13,-,-,54.5325,54.68,54.3125,54.5,54.5,"1,492,834","3,020,580","1,645,837"
15-Mar-13,FUTCUR,27-Mar-13,-,-,54.37,54.37,54.1175,54.195,54.195,"1,470,716","2,359,592","1,279,825"
18-Mar-13,FUTCUR,27-Mar-13,-,-,54.44,54.4875,54.225,54.2975,54.2975,"1,360,803","2,017,725","1,096,655"
19-Mar-13,FUTCUR,27-Mar-13,-,-,54.15,54.5925,53.98,54.48,54.48,"1,330,818","4,054,693","2,203,092"
20-Mar-13,FUTCUR,27-Mar-13,-,-,54.6025,54.65,54.35,54.445,54.445,"1,216,722","2,271,166","1,237,080"
21-Mar-13,FUTCUR,27-Mar-13,-,-,54.42,54.42,54.2375,54.33,54.33,"1,128,151","2,092,228","1,136,511"
22-Mar-13,FUTCUR,27-Mar-13,-,-,54.395,54.46,54.3,54.3525,54.3525,"1,021,405","1,695,794","922,224"
25-Mar-13,FUTCUR,27-Mar-13,-,-,54.1975,54.1975,54.06,54.095,54.099,"671,948","1,172,173","634,188"
28-Mar-13,FUTCUR,26-Apr-13,-,-,54.755,54.81,54.615,54.675,54.675,"1,159,745","1,696,787","927,857"
02-Apr-13,FUTCUR,26-Apr-13,-,-,54.6675,54.7,54.5725,54.6075,54.6075,"1,191,574","1,603,341","875,968"
03-Apr-13,FUTCUR,26-Apr-13,-,-,54.76,54.795,54.65,54.75,54.75,"1,148,025","1,496,379","818,657"
04-Apr-13,FUTCUR,26-Apr-13,-,-,54.805,55.18,54.7725,55.1625,55.1625,"1,314,418","2,325,146","1,279,112"
05-Apr-13,FUTCUR,26-Apr-13,-,-,55.06,55.1775,55.035,55.105,55.105,"1,200,353","1,733,090","955,050"
08-Apr-13,FUTCUR,26-Apr-13,-,-,55,55.095,54.7525,54.7675,54.7675,"1,137,526","1,683,595","923,988"
09-Apr-13,FUTCUR,26-Apr-13,-,-,54.71,54.8225,54.59,54.7775,54.7775,"1,223,968","1,866,768","1,021,016"
10-Apr-13,FUTCUR,26-Apr-13,-,-,54.56,54.6875,54.5025,54.65,54.65,"1,180,347","1,815,530","991,578"
12-Apr-13,FUTCUR,26-Apr-13,-,-,54.52,54.7625,54.48,54.69,54.69,"1,214,726","2,178,558","1,190,338"
15-Apr-13,FUTCUR,26-Apr-13,-,-,54.8,54.95,54.66,54.7075,54.7075,"1,263,232","2,794,685","1,530,758"
16-Apr-13,FUTCUR,26-Apr-13,-,-,54.71,54.735,54.195,54.23,54.23,"1,427,706","3,153,858","1,716,264"
17-Apr-13,FUTCUR,26-Apr-13,-,-,54.04,54.2675,53.7825,54.23,54.23,"1,450,267","3,942,468","2,130,705"
18-Apr-13,FUTCUR,26-Apr-13,-,-,54.16,54.275,53.95,54.0325,54.0325,"1,501,940","3,703,662","2,002,745"
22-Apr-13,FUTCUR,26-Apr-13,-,-,53.95,54.25,53.9275,54.1125,54.1125,"1,406,377","2,603,068","1,409,015"
23-Apr-13,FUTCUR,26-Apr-13,-,-,54.225,54.4475,54.215,54.34,54.34,"1,293,690","2,464,730","1,339,460"
25-Apr-13,FUTCUR,26-Apr-13,-,-,54.1775,54.245,54.0925,54.1825,54.1825,"1,104,761","2,155,108","1,167,370"
26-Apr-13,FUTCUR,26-Apr-13,-,-,54.16,54.29,54.115,54.27,54.2935,"860,873","1,181,991","640,737"
29-Apr-13,FUTCUR,29-May-13,-,-,54.575,54.62,54.3925,54.4175,54.4175,"1,788,844","1,477,229","804,724"
30-Apr-13,FUTCUR,29-May-13,-,-,54.31,54.4325,53.9275,53.9475,53.9475,"2,135,998","3,124,029","1,691,706"
02-May-13,FUTCUR,29-May-13,-,-,53.805,54.0475,53.7325,53.94,53.94,"2,249,506","2,486,832","1,339,746"
03-May-13,FUTCUR,29-May-13,-,-,53.9975,54.17,53.9425,54.0875,54.0875,"2,215,148","2,153,318","1,164,226"
06-May-13,FUTCUR,29-May-13,-,-,53.8775,54.345,53.86,54.27,54.27,"2,226,745","2,011,696","1,089,507"
07-May-13,FUTCUR,29-May-13,-,-,54.255,54.45,54.155,54.1875,54.1875,"2,237,419","1,858,802","1,009,023"
08-May-13,FUTCUR,29-May-13,-,-,54.15,54.2925,54.09,54.1725,54.1725,"2,307,230","1,644,115","891,016"
09-May-13,FUTCUR,29-May-13,-,-,54.165,54.4475,54.1375,54.355,54.355,"2,214,590","1,926,082","1,046,762"
10-May-13,FUTCUR,29-May-13,-,-,54.545,54.98,54.5275,54.915,54.915,"1,887,446","3,287,551","1,799,698"
13-May-13,FUTCUR,29-May-13,-,-,55.0675,55.185,54.85,54.895,54.895,"1,730,732","2,845,667","1,566,143"
14-May-13,FUTCUR,29-May-13,-,-,54.71,54.9725,54.68,54.935,54.935,"1,730,422","2,246,741","1,231,592"
15-May-13,FUTCUR,29-May-13,-,-,54.96,55.0425,54.77,54.9575,54.9575,"1,705,246","2,323,110","1,275,533"
16-May-13,FUTCUR,29-May-13,-,-,54.89,55.02,54.735,54.885,54.885,"1,566,782","2,218,390","1,217,605"
17-May-13,FUTCUR,29-May-13,-,-,54.92,55.11,54.89,54.96,54.96,"1,548,899","1,792,289","985,521"
20-May-13,FUTCUR,29-May-13,-,-,55.05,55.3375,55.03,55.19,55.19,"1,536,320","2,096,174","1,155,675"
21-May-13,FUTCUR,29-May-13,-,-,55.0875,55.525,55.025,55.475,55.475,"1,508,090","2,540,919","1,403,562"
22-May-13,FUTCUR,29-May-13,-,-,55.4875,55.745,55.4175,55.61,55.61,"1,592,594","2,950,672","1,640,212"
